Sample in Buffer,Sample in Window,TRIGGER,CU_Integration_sim_i/system_ila_4/inst/probe0_1[15:0],CU_Integration_sim_i/system_ila_4/inst/net_slot_0_axis_tdata[63:0],CU_Integration_sim_i/system_ila_4/inst/net_slot_0_axis_tkeep[7:0],CU_Integration_sim_i/system_ila_4/inst/net_slot_0_axis_tvalid,CU_Integration_sim_i/system_ila_4/inst/net_slot_0_axis_tready,CU_Integration_sim_i/system_ila_4/inst/net_slot_0_axis_tlast,CU_Integration_sim_i/system_ila_4/inst/net_slot_1_axis_tdata[63:0],CU_Integration_sim_i/system_ila_4/inst/net_slot_1_axis_tvalid,CU_Integration_sim_i/system_ila_4/inst/net_slot_1_axis_tready,CU_Integration_sim_i/system_ila_4/inst/net_slot_1_axis_tlast,CU_Integration_sim_i/system_ila_4/inst/net_slot_2_axis_tdata[63:0],CU_Integration_sim_i/system_ila_4/inst/net_slot_2_axis_tvalid,CU_Integration_sim_i/system_ila_4/inst/net_slot_2_axis_tready,CU_Integration_sim_i/system_ila_4/inst/net_slot_2_axis_tlast,CU_Integration_sim_i/system_ila_4/inst/net_slot_3_axis_tdata[63:0],CU_Integration_sim_i/system_ila_4/inst/net_slot_3_axis_tvalid,CU_Integration_sim_i/system_ila_4/inst/net_slot_3_axis_tready,CU_Integration_sim_i/system_ila_4/inst/net_slot_3_axis_tlast,CU_Integration_sim_i/system_ila_4/inst/net_slot_4_axis_tdata[63:0],CU_Integration_sim_i/system_ila_4/inst/net_slot_4_axis_tvalid,CU_Integration_sim_i/system_ila_4/inst/net_slot_4_axis_tready,CU_Integration_sim_i/system_ila_4/inst/net_slot_4_axis_tlast,CU_Integration_sim_i/system_ila_4/inst/net_slot_5_axis_tdata[63:0],CU_Integration_sim_i/system_ila_4/inst/net_slot_5_axis_tvalid,CU_Integration_sim_i/system_ila_4/inst/net_slot_5_axis_tready,CU_Integration_sim_i/system_ila_4/inst/net_slot_5_axis_tlast,Interface_(i5:s0)_(newset2_configs_0_data_out)[2:0],Interface_(i5:s1)_(BBU_config_manager_0_ORAN_index_V_V)[2:0],Interface_(i5:s2)_(BBU_config_manager_0_ORAN_V_V)[2:0],Interface_(i5:s3)_(config_manager_oran_0_beam_data_V_V)[2:0],Interface_(i5:s4)_(S_AXIS1_2)[2:0],Interface_(i5:s5)_(config_manager_oran_0_C_PLANE_V_V)[2:0],T_Channel_(i5:s0)_(newset2_configs_0_data_out)[2:0],T_Channel_(i5:s1)_(BBU_config_manager_0_ORAN_index_V_V)[2:0],T_Channel_(i5:s2)_(BBU_config_manager_0_ORAN_V_V)[2:0],T_Channel_(i5:s3)_(config_manager_oran_0_beam_data_V_V)[2:0],T_Channel_(i5:s4)_(S_AXIS1_2)[2:0],T_Channel_(i5:s5)_(config_manager_oran_0_C_PLANE_V_V)[2:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX
988,988,0,44912,7800000000000000,ff,1,1,0,7800000000000000,0,1,0,7800000000000000,1,1,0,7800000000000000,1,1,0,7800000000000000,0,1,0,7800000000000000,0,1,0,"Active","_","Active","Active","_","_","Stream Beat","_","Stream Beat","Stream Beat","_","_"
989,989,0,44913,7800000000000000,ff,1,1,0,7800000000000000,0,1,0,7800000000000000,1,1,0,7800000000000000,1,1,0,7800000000000000,0,1,0,7800000000000000,0,1,0,"Active","_","Active","Active","_","_","Stream Beat","_","Stream Beat","Stream Beat","_","_"
990,990,0,44914,7800000000000000,ff,1,1,0,7800000000000000,0,1,0,7800000000000000,1,1,0,7800000000000000,1,1,0,7800000000000000,0,1,0,7800000000000000,0,1,0,"Active","_","Active","Active","_","_","Stream Beat","_","Stream Beat","Stream Beat","_","_"
991,991,0,44915,7800000000000000,ff,1,1,0,7800000000000000,0,1,0,7800000000000000,1,1,0,7800000000000000,1,1,0,7800000000000000,0,1,0,7800000000000000,0,1,0,"Active","_","Active","Active","_","_","Stream Beat","_","Stream Beat","Stream Beat","_","_"
992,992,0,44916,7800000000000000,ff,1,1,0,7800000000000000,0,1,0,7800000000000000,1,1,0,7800000000000000,1,1,0,7800000000000000,0,1,0,7800000000000000,0,1,0,"Active","_","Active","Active","_","_","Stream Beat","_","Stream Beat","Stream Beat","_","_"
993,993,0,44917,7800000000000000,ff,1,1,0,7800000000000000,0,1,0,7800000000000000,1,1,0,7800000000000000,1,1,0,7800000000000000,0,1,0,7800000000000000,0,1,0,"Active","_","Active","Active","_","_","Stream Beat","_","Stream Beat","Stream Beat","_","_"
994,994,0,44918,7800000000000000,ff,1,1,0,7800000000000000,0,1,0,7800000000000000,1,1,0,7800000000000000,1,1,0,7800000000000000,0,1,0,7800000000000000,0,1,0,"Active","_","Active","Active","_","_","Stream Beat","_","Stream Beat","Stream Beat","_","_"
995,995,0,44919,7800000000000000,ff,1,1,0,7800000000000000,0,1,0,7800000000000000,1,1,0,7800000000000000,1,1,0,7800000000000000,0,1,0,7800000000000000,0,1,0,"Active","_","Active","Active","_","_","Stream Beat","_","Stream Beat","Stream Beat","_","_"
996,996,0,44920,7800000000000000,ff,1,1,0,7800000000000000,0,1,0,7800000000000000,1,1,0,7800000000000000,1,1,0,7800000000000000,0,1,0,7800000000000000,0,1,0,"Active","_","Active","Active","_","_","Stream Beat","_","Stream Beat","Stream Beat","_","_"
997,997,0,44921,7800000000000000,ff,1,1,0,7800000000000000,0,1,0,7800000000000000,1,1,0,7800000000000000,1,1,0,7800000000000000,0,1,0,7800000000000000,0,1,0,"Active","_","Active","Active","_","_","Stream Beat","_","Stream Beat","Stream Beat","_","_"
998,998,0,44922,7800000000000000,ff,1,1,0,7800000000000000,0,1,0,7800000000000000,1,1,0,7800000000000000,1,1,0,7800000000000000,0,1,0,7800000000000000,0,1,0,"Active","_","Active","Active","_","_","Stream Beat","_","Stream Beat","Stream Beat","_","_"
999,999,0,44923,7800000000000000,ff,1,1,0,7800000000000000,0,1,0,7800000000000000,1,1,0,7800000000000000,1,1,0,7800000000000000,0,1,0,7800000000000000,0,1,0,"Active","_","Active","Active","_","_","Stream Beat","_","Stream Beat","Stream Beat","_","_"
1000,1000,0,44924,7800000000000000,ff,1,1,0,7800000000000000,0,1,0,7800000000000000,1,1,0,7800000000000000,1,1,0,7800000000000000,0,1,0,7800000000000000,0,1,0,"Active","_","Active","Active","_","_","Stream Beat","_","Stream Beat","Stream Beat","_","_"
1001,1001,0,44925,7800000000000000,ff,1,1,0,7800000000000000,0,1,0,7800000000004000,1,1,0,7800000000000000,1,1,0,7800000000000000,0,1,0,7800000000000000,0,1,0,"Active","_","Active","Active","_","_","Stream Beat","_","Stream Beat","Stream Beat","_","_"
1002,1002,0,44926,7800000000000000,ff,1,1,0,7800000000000000,0,1,0,7800000000004000,1,1,0,7800000000000000,1,1,0,7800000000000000,0,1,0,7800000000000000,0,1,0,"Active","_","Active","Active","_","_","Stream Beat","_","Stream Beat","Stream Beat","_","_"
1003,1003,0,44927,7800000000000000,ff,1,1,0,7800000000000000,0,1,0,7800000000000000,1,1,0,7800000000000000,1,1,0,7800000000000000,0,1,0,7800000000000000,0,1,0,"Active","_","Active","Active","_","_","Stream Beat","_","Stream Beat","Stream Beat","_","_"
1004,1004,0,44928,7800000000004000,ff,1,1,0,7800000000004000,0,1,0,7800000000000000,1,1,0,7800000000004000,1,1,0,7800000000004000,0,1,0,7800000000004000,0,1,0,"Active","_","Active","Active","_","_","Stream Beat","_","Stream Beat","Stream Beat","_","_"
1005,1005,0,44929,7800000000004000,ff,1,1,0,7800000000004000,0,1,0,7800000000000000,1,1,0,7800000000004000,1,1,0,7800000000004000,0,1,0,7800000000004000,0,1,0,"Active","_","Active","Active","_","_","Stream Beat","_","Stream Beat","Stream Beat","_","_"
1006,1006,0,44930,7800000000000000,ff,1,1,0,7800000000000000,0,1,0,7800000000000000,1,1,0,7800000000000000,1,1,0,7800000000000000,0,1,0,7800000000000000,0,1,0,"Active","_","Active","Active","_","_","Stream Beat","_","Stream Beat","Stream Beat","_","_"
1007,1007,0,44931,7800000000000000,ff,1,1,0,7800000000000000,0,1,0,7800000000000000,1,1,0,7800000000000000,1,1,0,7800000000000000,0,1,0,7800000000000000,0,1,0,"Active","_","Active","Active","_","_","Stream Beat","_","Stream Beat","Stream Beat","_","_"
1008,1008,0,44932,7800000000000000,ff,1,1,0,7800000000000000,0,1,0,7800000000000000,1,1,0,7800000000000000,1,1,0,7800000000000000,0,1,0,7800000000000000,0,1,0,"Active","_","Active","Active","_","_","Stream Beat","_","Stream Beat","Stream Beat","_","_"
1009,1009,0,44933,7800000000000000,ff,1,1,0,7800000000000000,0,1,0,7800000000000000,1,1,0,7800000000000000,1,1,0,7800000000000000,0,1,0,7800000000000000,0,1,0,"Active","_","Active","Active","_","_","Stream Beat","_","Stream Beat","Stream Beat","_","_"
1010,1010,0,44934,7800000000000000,ff,1,1,0,7800000000000000,0,1,0,7800000000000000,1,1,0,7800000000000000,1,1,0,7800000000000000,0,1,0,7800000000000000,0,1,0,"Active","_","Active","Active","_","_","Stream Beat","_","Stream Beat","Stream Beat","_","_"
1011,1011,0,44935,7800000000000000,ff,1,1,0,7800000000000000,0,1,0,7800000000000000,1,1,0,7800000000000000,1,1,0,7800000000000000,0,1,0,7800000000000000,0,1,0,"Active","_","Active","Active","_","_","Stream Beat","_","Stream Beat","Stream Beat","_","_"
1012,1012,0,44936,7800000000000000,ff,1,1,0,7800000000000000,0,1,0,7800000000000000,1,1,0,7800000000000000,1,1,0,7800000000000000,0,1,0,7800000000000000,0,1,0,"Active","_","Active","Active","_","_","Stream Beat","_","Stream Beat","Stream Beat","_","_"
1013,1013,0,44937,7800000000000000,ff,1,1,0,7800000000000000,0,1,0,7800000000000000,1,1,0,7800000000000000,1,1,0,7800000000000000,0,1,0,7800000000000000,0,1,0,"Active","_","Active","Active","_","_","Stream Beat","_","Stream Beat","Stream Beat","_","_"
1014,1014,0,44938,7800000000000000,ff,1,1,0,7800000000000000,0,1,0,7800000000000000,1,1,0,7800000000000000,1,1,0,7800000000000000,0,1,0,7800000000000000,0,1,0,"Active","_","Active","Active","_","_","Stream Beat","_","Stream Beat","Stream Beat","_","_"
1015,1015,0,44939,7800000000000000,ff,1,1,0,7800000000000000,0,1,0,7800000000000000,1,1,0,7800000000000000,1,1,0,7800000000000000,0,1,0,7800000000000000,0,1,0,"Active","_","Active","Active","_","_","Stream Beat","_","Stream Beat","Stream Beat","_","_"
1016,1016,0,44940,7800000000000000,ff,1,1,0,7800000000000000,0,1,0,7800000000000000,1,1,0,7800000000000000,1,1,0,7800000000000000,0,1,0,7800000000000000,0,1,0,"Active","_","Active","Active","_","_","Stream Beat","_","Stream Beat","Stream Beat","_","_"
1017,1017,0,44941,7800000000000000,ff,1,1,0,7800000000000000,0,1,0,7800000000000000,1,1,0,7800000000000000,1,1,0,7800000000000000,0,1,0,7800000000000000,0,1,0,"Active","_","Active","Active","_","_","Stream Beat","_","Stream Beat","Stream Beat","_","_"
1018,1018,0,44942,7800000000000000,ff,1,1,0,7800000000000000,0,1,0,7800000000000000,1,1,0,7800000000000000,1,1,0,7800000000000000,0,1,0,7800000000000000,0,1,0,"Active","_","Active","Active","_","_","Stream Beat","_","Stream Beat","Stream Beat","_","_"
1019,1019,0,44943,7800000000000000,ff,1,1,0,7800000000000000,0,1,0,7800000000004000,1,1,0,7800000000000000,1,1,0,7800000000000000,0,1,0,7800000000000000,0,1,0,"Active","_","Active","Active","_","_","Stream Beat","_","Stream Beat","Stream Beat","_","_"
1020,1020,0,44944,7800000000000000,ff,1,1,0,7800000000000000,0,1,0,7800000000004000,1,1,0,7800000000000000,1,1,0,7800000000000000,0,1,0,7800000000000000,0,1,0,"Active","_","Active","Active","_","_","Stream Beat","_","Stream Beat","Stream Beat","_","_"
1021,1021,0,44945,7800000000000000,ff,1,1,0,7800000000000000,0,1,0,7800000000000000,1,1,0,7800000000000000,1,1,0,7800000000000000,0,1,0,7800000000000000,0,1,0,"Active","_","Active","Active","_","_","Stream Beat","_","Stream Beat","Stream Beat","_","_"
1022,1022,0,44946,7800000000004000,ff,1,1,0,7800000000004000,0,1,0,7800000000000000,1,1,0,7800000000004000,1,1,0,7800000000004000,0,1,0,7800000000004000,0,1,0,"Active","_","Active","Active","_","_","Stream Beat","_","Stream Beat","Stream Beat","_","_"
1023,1023,0,44947,7800000000004000,ff,1,1,0,7800000000004000,0,1,0,7800000000000000,1,1,0,7800000000004000,1,1,0,7800000000004000,0,1,0,7800000000004000,0,1,0,"Active","_","Active","Active","_","_","Stream Beat","_","Stream Beat","Stream Beat","_","_"
1024,1024,0,44948,7800000000000000,ff,1,1,0,7800000000000000,0,1,0,7800000000000000,1,1,0,7800000000000000,1,1,0,7800000000000000,0,1,0,7800000000000000,0,1,0,"Active","_","Active","Active","_","_","Stream Beat","_","Stream Beat","Stream Beat","_","_"
1025,1025,0,44949,7800000000000000,ff,1,1,0,7800000000000000,0,1,0,7800000000000000,1,1,0,7800000000000000,1,1,0,7800000000000000,0,1,0,7800000000000000,0,1,0,"Active","_","Active","Active","_","_","Stream Beat","_","Stream Beat","Stream Beat","_","_"
1026,1026,0,44950,7800000000000000,ff,1,1,0,7800000000000000,0,1,0,7800000000000000,1,1,0,7800000000000000,1,1,0,7800000000000000,0,1,0,7800000000000000,0,1,0,"Active","_","Active","Active","_","_","Stream Beat","_","Stream Beat","Stream Beat","_","_"
1027,1027,0,44951,7800000000000000,ff,1,1,0,7800000000000000,0,1,0,7800000000000000,1,1,0,7800000000000000,1,1,0,7800000000000000,0,1,0,7800000000000000,0,1,0,"Active","_","Active","Active","_","_","Stream Beat","_","Stream Beat","Stream Beat","_","_"
1028,1028,0,44952,7800000000000000,ff,1,1,0,7800000000000000,0,1,0,7800000000000000,1,1,0,7800000000000000,1,1,0,7800000000000000,0,1,0,7800000000000000,0,1,0,"Active","_","Active","Active","_","_","Stream Beat","_","Stream Beat","Stream Beat","_","_"
1029,1029,0,44953,7800000000000000,ff,1,1,0,7800000000000000,0,1,0,7800000000000000,1,1,0,7800000000000000,1,1,0,7800000000000000,0,1,0,7800000000000000,0,1,0,"Active","_","Active","Active","_","_","Stream Beat","_","Stream Beat","Stream Beat","_","_"
1030,1030,0,44954,7800000000000000,ff,1,1,0,7800000000000000,0,1,0,7800000000000000,1,1,0,7800000000000000,1,1,0,7800000000000000,0,1,0,7800000000000000,0,1,0,"Active","_","Active","Active","_","_","Stream Beat","_","Stream Beat","Stream Beat","_","_"
1031,1031,0,44955,7800000000000000,ff,1,1,0,7800000000000000,0,1,0,7800000000000000,1,1,0,7800000000000000,1,1,0,7800000000000000,0,1,0,7800000000000000,0,1,0,"Active","_","Active","Active","_","_","Stream Beat","_","Stream Beat","Stream Beat","_","_"
1032,1032,0,44956,7800000000000000,ff,1,1,0,7800000000000000,0,1,0,7800000000000000,1,1,0,7800000000000000,1,1,0,7800000000000000,0,1,0,7800000000000000,0,1,0,"Active","_","Active","Active","_","_","Stream Beat","_","Stream Beat","Stream Beat","_","_"
1033,1033,0,44957,7800000000000000,ff,1,1,0,7800000000000000,0,1,0,7800000000000000,1,1,0,7800000000000000,1,1,0,7800000000000000,0,1,0,7800000000000000,0,1,0,"Active","_","Active","Active","_","_","Stream Beat","_","Stream Beat","Stream Beat","_","_"
1034,1034,0,44958,7800000000000000,ff,1,1,0,7800000000000000,0,1,0,7800000000000000,1,1,0,7800000000000000,1,1,0,7800000000000000,0,1,0,7800000000000000,0,1,0,"Active","_","Active","Active","_","_","Stream Beat","_","Stream Beat","Stream Beat","_","_"
1035,1035,0,44959,7800000000000000,ff,1,1,0,7800000000000000,0,1,0,7800000000000000,1,1,0,7800000000000000,1,1,0,7800000000000000,0,1,0,7800000000000000,0,1,0,"Active","_","Active","Active","_","_","Stream Beat","_","Stream Beat","Stream Beat","_","_"
1036,1036,0,44960,7800000000000000,ff,1,1,0,7800000000000000,0,1,0,7800000000000000,1,1,0,7800000000000000,1,1,0,7800000000000000,0,1,0,7800000000000000,0,1,0,"Active","_","Active","Active","_","_","Stream Beat","_","Stream Beat","Stream Beat","_","_"
1037,1037,0,44961,7800000000000000,ff,1,1,0,7800000000000000,0,1,0,7800000000004000,1,1,0,7800000000000000,1,1,0,7800000000000000,0,1,0,7800000000000000,0,1,0,"Active","_","Active","Active","_","_","Stream Beat","_","Stream Beat","Stream Beat","_","_"
1038,1038,0,44962,7800000000000000,ff,1,1,0,7800000000000000,0,1,0,7800000000004000,1,1,0,7800000000000000,1,1,0,7800000000000000,0,1,0,7800000000000000,0,1,0,"Active","_","Active","Active","_","_","Stream Beat","_","Stream Beat","Stream Beat","_","_"
1039,1039,0,44963,7800000000000000,ff,1,1,0,7800000000000000,0,1,0,7800000000000000,1,1,0,7800000000000000,1,1,0,7800000000000000,0,1,0,7800000000000000,0,1,0,"Active","_","Active","Active","_","_","Stream Beat","_","Stream Beat","Stream Beat","_","_"
1040,1040,0,44964,7800000000004000,ff,1,1,0,7800000000004000,0,1,0,7800000000000000,1,1,0,7800000000004000,1,1,0,7800000000004000,0,1,0,7800000000004000,0,1,0,"Active","_","Active","Active","_","_","Stream Beat","_","Stream Beat","Stream Beat","_","_"
1041,1041,0,44965,7800000000004000,ff,1,1,0,7800000000004000,0,1,0,7800000000000000,1,1,0,7800000000004000,1,1,0,7800000000004000,0,1,0,7800000000004000,0,1,0,"Active","_","Active","Active","_","_","Stream Beat","_","Stream Beat","Stream Beat","_","_"
1042,1042,0,44966,7800000000000000,ff,1,1,0,7800000000000000,0,1,0,7800000000000000,1,1,0,7800000000000000,1,1,0,7800000000000000,0,1,0,7800000000000000,0,1,0,"Active","_","Active","Active","_","_","Stream Beat","_","Stream Beat","Stream Beat","_","_"
1043,1043,0,44967,7800000000000000,ff,1,1,0,7800000000000000,0,1,0,7800000000000000,1,1,0,7800000000000000,1,1,0,7800000000000000,0,1,0,7800000000000000,0,1,0,"Active","_","Active","Active","_","_","Stream Beat","_","Stream Beat","Stream Beat","_","_"
1044,1044,0,44968,7800000000000000,ff,1,1,0,7800000000000000,0,1,0,7800000000000000,1,1,0,7800000000000000,1,1,0,7800000000000000,0,1,0,7800000000000000,0,1,0,"Active","_","Active","Active","_","_","Stream Beat","_","Stream Beat","Stream Beat","_","_"
1045,1045,0,44969,7800000000000000,ff,1,1,0,7800000000000000,0,1,0,7800000000000000,1,1,0,7800000000000000,1,1,0,7800000000000000,0,1,0,7800000000000000,0,1,0,"Active","_","Active","Active","_","_","Stream Beat","_","Stream Beat","Stream Beat","_","_"
1046,1046,0,44970,7800000000000000,ff,1,1,0,7800000000000000,0,1,0,7800000000000000,1,1,0,7800000000000000,1,1,0,7800000000000000,0,1,0,7800000000000000,0,1,0,"Active","_","Active","Active","_","_","Stream Beat","_","Stream Beat","Stream Beat","_","_"
1047,1047,0,44971,7800000000000000,ff,1,1,0,7800000000000000,0,1,0,7800000000000000,1,1,0,7800000000000000,1,1,0,7800000000000000,0,1,0,7800000000000000,0,1,0,"Active","_","Active","Active","_","_","Stream Beat","_","Stream Beat","Stream Beat","_","_"
1048,1048,0,44972,7800000000000000,ff,1,1,0,7800000000000000,0,1,0,7800000000000000,1,1,0,7800000000000000,1,1,0,7800000000000000,0,1,0,7800000000000000,0,1,0,"Active","_","Active","Active","_","_","Stream Beat","_","Stream Beat","Stream Beat","_","_"
1049,1049,0,44973,7800000000000000,ff,1,1,0,7800000000000000,0,1,0,7800000000000000,1,1,0,7800000000000000,1,1,0,7800000000000000,0,1,0,7800000000000000,0,1,0,"Active","_","Active","Active","_","_","Stream Beat","_","Stream Beat","Stream Beat","_","_"
1050,1050,0,44974,7800000000000000,ff,1,1,0,7800000000000000,0,1,0,7800000000000000,1,1,0,7800000000000000,1,1,0,7800000000000000,0,1,0,7800000000000000,0,1,0,"Active","_","Active","Active","_","_","Stream Beat","_","Stream Beat","Stream Beat","_","_"
1051,1051,0,44975,7800000000000000,ff,1,1,0,7800000000000000,0,1,0,7800000000000000,1,1,0,7800000000000000,1,1,0,7800000000000000,0,1,0,7800000000000000,0,1,0,"Active","_","Active","Active","_","_","Stream Beat","_","Stream Beat","Stream Beat","_","_"
1052,1052,0,44976,7800000000000000,ff,1,1,0,7800000000000000,0,1,0,7800000000000000,1,1,0,7800000000000000,1,1,0,7800000000000000,0,1,0,7800000000000000,0,1,0,"Active","_","Active","Active","_","_","Stream Beat","_","Stream Beat","Stream Beat","_","_"
1053,1053,0,44977,7800000000000000,ff,1,1,0,7800000000000000,0,1,0,7800000000000000,1,1,0,7800000000000000,1,1,0,7800000000000000,0,1,0,7800000000000000,0,1,0,"Active","_","Active","Active","_","_","Stream Beat","_","Stream Beat","Stream Beat","_","_"
1054,1054,0,44978,7800000000000000,ff,1,1,0,7800000000000000,0,1,0,7800000000000000,1,1,0,7800000000000000,1,1,0,7800000000000000,0,1,0,7800000000000000,0,1,0,"Active","_","Active","Active","_","_","Stream Beat","_","Stream Beat","Stream Beat","_","_"
1055,1055,0,44979,7800000000000000,ff,1,1,0,7800000000000000,0,1,0,7800000000004000,1,1,0,7800000000000000,1,1,0,7800000000000000,0,1,0,7800000000000000,0,1,0,"Active","_","Active","Active","_","_","Stream Beat","_","Stream Beat","Stream Beat","_","_"
1056,1056,0,44980,7800000000000000,ff,1,1,0,7800000000000000,0,1,0,7800000000004000,1,1,0,7800000000000000,1,1,0,7800000000000000,0,1,0,7800000000000000,0,1,0,"Active","_","Active","Active","_","_","Stream Beat","_","Stream Beat","Stream Beat","_","_"
1057,1057,0,44981,7800000000000000,ff,1,1,0,7800000000000000,0,1,0,7800000000000000,1,1,0,7800000000000000,1,1,0,7800000000000000,0,1,0,7800000000000000,0,1,0,"Active","_","Active","Active","_","_","Stream Beat","_","Stream Beat","Stream Beat","_","_"
1058,1058,0,44982,7800000000004000,ff,1,1,0,7800000000004000,0,1,0,7800000000000000,1,1,0,7800000000004000,1,1,0,7800000000004000,0,1,0,7800000000004000,0,1,0,"Active","_","Active","Active","_","_","Stream Beat","_","Stream Beat","Stream Beat","_","_"
1059,1059,0,44983,7800000000004000,ff,1,1,0,7800000000004000,0,1,0,7800000000000000,1,1,0,7800000000004000,1,1,0,7800000000004000,0,1,0,7800000000004000,0,1,0,"Active","_","Active","Active","_","_","Stream Beat","_","Stream Beat","Stream Beat","_","_"
1060,1060,0,44984,7800000000000000,ff,1,1,0,7800000000000000,0,1,0,7800000000000000,1,1,0,7800000000000000,1,1,0,7800000000000000,0,1,0,7800000000000000,0,1,0,"Active","_","Active","Active","_","_","Stream Beat","_","Stream Beat","Stream Beat","_","_"
1061,1061,0,44985,7800000000000000,ff,1,1,0,7800000000000000,0,1,0,7800000000000000,1,1,0,7800000000000000,1,1,0,7800000000000000,0,1,0,7800000000000000,0,1,0,"Active","_","Active","Active","_","_","Stream Beat","_","Stream Beat","Stream Beat","_","_"
1062,1062,0,44986,7800000000000000,ff,1,1,0,7800000000000000,0,1,0,7800000000000000,1,1,0,7800000000000000,1,1,0,7800000000000000,0,1,0,7800000000000000,0,1,0,"Active","_","Active","Active","_","_","Stream Beat","_","Stream Beat","Stream Beat","_","_"
1063,1063,0,44987,7800000000000000,ff,1,1,0,7800000000000000,0,1,0,7800000000000000,1,1,0,7800000000000000,1,1,0,7800000000000000,0,1,0,7800000000000000,0,1,0,"Active","_","Active","Active","_","_","Stream Beat","_","Stream Beat","Stream Beat","_","_"
1064,1064,0,44988,7800000000000000,ff,1,1,0,7800000000000000,0,1,0,7800000000000000,1,1,0,7800000000000000,1,1,0,7800000000000000,0,1,0,7800000000000000,0,1,0,"Active","_","Active","Active","_","_","Stream Beat","_","Stream Beat","Stream Beat","_","_"
1065,1065,0,44989,7800000000000000,ff,1,1,0,7800000000000000,0,1,0,7800000000000000,1,1,0,7800000000000000,1,1,0,7800000000000000,0,1,0,7800000000000000,0,1,0,"Active","_","Active","Active","_","_","Stream Beat","_","Stream Beat","Stream Beat","_","_"
1066,1066,0,44990,7800000000000000,ff,1,1,0,7800000000000000,0,1,0,7800000000000000,1,1,0,7800000000000000,1,1,0,7800000000000000,0,1,0,7800000000000000,0,1,0,"Active","_","Active","Active","_","_","Stream Beat","_","Stream Beat","Stream Beat","_","_"
1067,1067,0,44991,7800000000000000,ff,1,1,0,7800000000000000,0,1,0,7800000000000000,1,1,0,7800000000000000,1,1,0,7800000000000000,0,1,0,7800000000000000,0,1,0,"Active","_","Active","Active","_","_","Stream Beat","_","Stream Beat","Stream Beat","_","_"
1068,1068,0,44992,7800000000000000,ff,1,1,0,7800000000000000,0,1,0,7800000000000000,1,1,0,7800000000000000,1,1,0,7800000000000000,0,1,0,7800000000000000,0,1,0,"Active","_","Active","Active","_","_","Stream Beat","_","Stream Beat","Stream Beat","_","_"
1069,1069,0,44993,7800000000000000,ff,1,1,0,7800000000000000,0,1,0,7800000000000000,1,1,0,7800000000000000,1,1,0,7800000000000000,0,1,0,7800000000000000,0,1,0,"Active","_","Active","Active","_","_","Stream Beat","_","Stream Beat","Stream Beat","_","_"
1070,1070,0,44994,7800000000000000,ff,1,1,0,7800000000000000,0,1,0,7800000000000000,1,1,0,7800000000000000,1,1,0,7800000000000000,0,1,0,7800000000000000,0,1,0,"Active","_","Active","Active","_","_","Stream Beat","_","Stream Beat","Stream Beat","_","_"
1071,1071,0,44995,7800000000000000,ff,1,1,0,7800000000000000,0,1,0,7800000000000000,1,1,0,7800000000000000,1,1,0,7800000000000000,0,1,0,7800000000000000,0,1,0,"Active","_","Active","Active","_","_","Stream Beat","_","Stream Beat","Stream Beat","_","_"
1072,1072,0,44996,7800000000000000,ff,1,1,0,7800000000000000,0,1,0,7800000000000000,1,1,0,7800000000000000,1,1,0,7800000000000000,0,1,0,7800000000000000,0,1,0,"Active","_","Active","Active","_","_","Stream Beat","_","Stream Beat","Stream Beat","_","_"
1073,1073,0,44997,7800000000000000,ff,1,1,0,7800000000000000,0,1,0,7800000000004000,1,1,0,7800000000000000,1,1,0,7800000000000000,0,1,0,7800000000000000,0,1,0,"Active","_","Active","Active","_","_","Stream Beat","_","Stream Beat","Stream Beat","_","_"
1074,1074,0,44998,7800000000000000,ff,1,1,0,7800000000000000,0,1,0,7800000000004000,1,1,0,7800000000000000,1,1,0,7800000000000000,0,1,0,7800000000000000,0,1,0,"Active","_","Active","Active","_","_","Stream Beat","_","Stream Beat","Stream Beat","_","_"
1075,1075,0,44999,7800000000000000,ff,1,1,0,7800000000000000,0,1,0,7800000000000000,1,1,0,7800000000000000,1,1,0,7800000000000000,0,1,0,7800000000000000,0,1,0,"Active","_","Active","Active","_","_","Stream Beat","_","Stream Beat","Stream Beat","_","_"
